dest_id,title,genre,latitude,longitude
80,"The Tribhuvan, Mahendra, and Birendra Museums",history:art_and_architecture,27.7043039,85.3051176
81,Kashmiri Mosque,history:art_and_architecture:religious,27.7087062,85.3154641
82,Divine Yoga Studio,adventure:health_and_lifestyle,27.7154838,85.3065314
83,Aviation Museum,history:art_and_architecture,27.6937953,85.35128
84,Millionaire's Club and Casino,entertainment,27.7254385,85.3203459
85,Nepal Art Council Gallery,history:art_and_architecture:religious,27.6922589,85.3214432
86,Gaddhi Baithak,history:art_and_architecture:nature,27.7039986,85.3045282
87,Casino Rad,entertainment,27.7199962,85.319477
88,Sundarijal Water Falls,nature,27.7591264,85.418929
89,Shiva Mandir Temple,history:art_and_architecture,27.7113931,85.2829037
90,Bagwati Mandir Temple,history:art_and_architecture:nature,27.6974459,85.2788096
91,Ghanta Ghar Clock Tower,history:art_and_architecture:nature,27.707477,85.3147112
92,Jamchen Lhakhang Monastery,history:art_and_architecture:religious,27.7215058,85.3591918
93,Big Bell,history:art_and_architecture:nature,27.7268583,85.3006248
94,Mrigasthali Deer Park,nature:adventure,27.711512,85.3497721
95,Universal Crafts,history:art_and_architecture:religious,27.7173331,85.3812516
96,Mero Chitra Wears,industries,,
97,Casino Everest,entertainment,,
98,Maju Dega Mandir Temple,history:art_and_architecture,,
99,Gauri Gaht,history:art_and_architecture:nature,,
100,Monasterio Tibetano Boudhanat,history:art_and_architecture:religious,,
101,Kalikasthan Temple,history:art_and_architecture:religious,,
102,Kirateshwar Mahadev,history:art_and_architecture:religious,,
103,Khawalung Monastery,history:art_and_architecture:religious,,
104,Vishnu Mandir Temple,history:art_and_architecture:nature,,
105,Dolma Treks,history:art_and_architecture,,
106,Chyasin Dega Temple,history:art_and_architecture:religious,,
107,Bhadrakali Temple,history:art_and_architecture:religious,,
108,The City Museum Kathmandu,history:art_and_architecture,,
109,Bachhareshwari　Mandir Temple,history:art_and_architecture:nature,,
110,Blue Moon Curio Shop,history:art_and_architecture:religious,,
111,Chabdi Barahi Temple,history:art_and_architecture:nature,,
112,Gorakhnath Mandir Temple,history:art_and_architecture:nature,,
113,Singha Sattal (Silyan Sattal),history:art_and_architecture:nature,,
114,Indoor Sports Arena,entertainment,,
115,Mahendreswor Mandir Temple,history:art_and_architecture,,
116,Sara Enterprises,history:art_and_architecture:religious,,
117,Pharping HydroPower Dam,nature,,
118,Ashok Stupa,history:art_and_architecture,,
119,Dirghaman & Ganeshman Chitrakar Art Foundation,history:art_and_architecture:religious,,
120,Stone Vishnu Mandir Temple,history:art_and_architecture:nature,,
121,Maha Vishnu Mandir Temple,history:art_and_architecture,,
122,Rizvi Brothers Paper Mache Gift Shop,history:art_and_architecture:religious,,
123,Itum bahal,history:art_and_architecture:nature,,
124,Pandra Shivalaya,history:art_and_architecture:nature,,
125,Woodcraft Gallery,history:art_and_architecture:religious,,
126,Buddha Nepal Art Gallery,history:art_and_architecture:religious,,
127,Aviation Museum,history:art_and_architecture,,
128,Handy-Mandy Craft House,history:art_and_architecture:nature,,
129,Karmaraja Mahavihara,history:art_and_architecture:religious,,
130,Shree Tanadevi Temple,history:art_and_architecture:religious,,
131,Bhimsen Sthan Temple,history:art_and_architecture:religious,,
132,Chandragiri Hill,history:art_and_architecture:nature,,
133,Tri Chandra Collage,history:art_and_architecture,,
134,Lokta Paper Craft,history:art_and_architecture:nature,,
135,Kotilingeshwor Mahadev Mandir Temple,history:art_and_architecture,,
136,Dharmadhaatu Stupa,history:art_and_architecture:religious,,
137,Lucky Traders & Exporter,entertainment,,
138,Manjushree Temple,history:art_and_architecture:religious,,
139,Shree Bhawani Shankar Temple,history:art_and_architecture:religious,,
140,Direction Exhibition & Convention Center,history:art_and_architecture,,
141,The Charumati Vihara Stupa,history:art_and_architecture,,
142,Brass and Bronze Museum,history:art_and_architecture,,
143,Buddha Park,history:art_and_architecture:nature,,
144,Krishna Temple,history:art_and_architecture:religious,,
145,Bisnumati River,nature,,
146,Bijeshwari Temple,history:art_and_architecture:nature,,
147,Shobabaghwati,history:art_and_architecture:nature,,
148,Drugon Jangchu Monastery,history:art_and_architecture:religious,,
149,Dhansa Dega,history:art_and_architecture:nature,,
150,Department of Immigration,history:art_and_architecture,,
151,Mahadev Mandir Temple,history:art_and_architecture,,
152,Ram Chandra Temple,history:art_and_architecture:nature,,
153,Espace de visite,history:art_and_architecture:nature,,
154,Manhal Healing,adventure:health_and_lifestyle,,
155,Nepal Hiking Team,history:art_and_architecture:entertainment,,
156,Nepal Eco Adventure,history,,
157,Ace the Himalaya,history,,
158,Adventure-Pulse,history,,
159,Mountain Mart Treks & Expedition,history,,
160,Himalaya Holiday Service,art_and_architecture:religious,,
161,Mountain Delights Treks & Expedition,history:art_and_architecture,,
162,Nepal Horizon Treks & Expedition,history,,
163,The Great Adventure Treks & Expedition - Private Day Tours,adventure,,
164,Himalayan Quests - Day Tours,art_and_architecture:nature:adventure,,
165,Incredible Treks,nature:adventure:entertainment,,
166,Magical Nepal,history,,
167,Visit Himalaya Treks,adventure,,
168,Thai Nepal Travels and Tours,history:art_and_architecture:entertainment,,
169,Himalayan Friends Trekking - Day Tours,adventure,,
170,Mountain Holiday Treks & Expedition,history,,
171,Third Rock Adventures,history:art_and_architecture:entertainment,,
172,Himalayan Car Rental Nepal,,,
173,Nepal Ayurveda Home,health_and_lifestyle,,
174,Dream Heaven Adventure,art_and_architecture:religious,,
175,Exciting Nepal Treks and Expedition,history,,
176,A1 Excursion - Private Day Tours,nature,,
177,Mosaic Adventure,history,,
178,Tramping Himalaya,nature:adventure,,
179,Destination Unlimited Treks & Expeditions,history:art_and_architecture:entertainment,,
180,Pariwar Holidays,history,,
181,Vista Trek,art_and_architecture:religious,,
182,Odea Services,nature:adventure,,
183,Ambition Himalaya Treks & Expeditions,history,,
184,Osho Vision Treks and Expedition,history:art_and_architecture:entertainment,,
185,Landmark Discovery Treks –  Day Tours,art_and_architecture:religious,,
186,Friends Adventure Team,nature:adventure:entertainment,,
187,Outshine Adventure,history:art_and_architecture:entertainment,,
188,Osho Divine Zone,health_and_lifestyle,,
189,Discovery World Trekking,history,,
190,Nepal Gateway Trekking,adventure,,
191,Access Nepal Tour & Trekking,history,,
192,Trekking Team Group,art_and_architecture:religious,,
193,Destination Himalaya Treks and Expedition,history,,
194,Earthbound Expeditions,history,,
195,Unique Path Trekking & Expedition,history:art_and_architecture:entertainment,,
196,Travel Maker South Asia,art_and_architecture:religious,,
197,Nepal Alibaba Treks & Tours Pvt Ltd,history,,
198,Alpine Ramble Treks,history,,
199,Info Nepal Treks and Expedition,history:art_and_architecture:entertainment,,
200,Epic Adventures - Day Tours,art_and_architecture:religious,,
201,Hiking Adventure Treks,history:art_and_architecture:entertainment,,
202,Nepal Hiking Adventure Company - Private Day Tours,adventure,,
203,Satori Adventures,history:art_and_architecture:entertainment,,
204,Happyland Treks,history,,
205,Adventure Nepal Eco Treks - Private Kathmandu Day Tour,adventure,,
206,Nepal Cooking School,food,,
207,White Hill Adventure,art_and_architecture:nature:adventure,,
208,Apex Himalaya Trek and Tour – Private Day Tours,art_and_architecture:religious,,
209,Mountain Monarch Adventures - Private Day Tours,adventure:entertainment,,
210,Himalayan Adventure,history,,
211,Nepal Trekking Experts Pvt Ltd,history:art_and_architecture:entertainment,,
212,Nepal Explore Summit Trek Pvt Ltd,art_and_architecture:nature:adventure,,
213,Third Eye Adventure,art_and_architecture:religious,,
214,Base Camp Adventure,history,,
215,Backpacker Treks and Expedition,history:art_and_architecture,,
216,AID Journeys & Adventure,history:art_and_architecture:entertainment,,
217,Gokyo Treks and Expedition,adventure,,
218,Himalayas On Foot - Day Tours,nature,,
219,Fewa Trail Treks - Kathmandu,history,,
220,High Venture Plus,history:art_and_architecture:entertainment,,
221,Mountain World Treks - Day Tours,adventure,,
222,Nepal Peak Adventure,history,,
223,Escape Himalaya Trek and Expedition,history:art_and_architecture:entertainment,,
224,Good Vibe Adventure,art_and_architecture:nature:adventure,,
225,Adventure Himalaya Circuit Treks and Tours - Private Day Tours,adventure,,
226,Adventure Treks Nepal,adventure,,
227,City Motorbike,adventure,,
228,Nepal Yoga Home,health_and_lifestyle,,
229,Himalayan Glacier Trekking - Private Day Tours,history,,
230,Trek Nepal Int'l - Day Tours,adventure,,
231,Trekking Planner - Private One Day Activities,adventure,,
232,Index Adventure,history:art_and_architecture:entertainment,,
233,Himkala Adventure,history:art_and_architecture:entertainment,,
234,Mission Himalaya Treks - Private Day Tour,nature:adventure,,
235,Mission Eco Trek - Day Tours,adventure,,
236,Adventure Bound,art_and_architecture:religious,,
237,Himalayan Partner Treks & Expedition,history,,
238,Adventure Mountain Explore Trek & Expedition,history,,
239,World Himalayan Destination Pvt Ltd,adventure,,
240,Nepal Ascent Treks,history,,
241,Breakfree Adventures - Private Day Tours,history:art_and_architecture:entertainment,,
242,Mountain Adventure Trekking (Pvt) Ltd,adventure:entertainment,,
243,Trekking Team Pvt Ltd - Day Tours,adventure,,
244,Actual Adventure Trekking and Expedition,art_and_architecture:religious,,
245,Himalaya Hub Adventure,history:art_and_architecture:entertainment,,
246,Peace Nepal Treks - Day Tours,nature:adventure,,
247,Himalayan Abode Travels and Tours Treks and Expeditions - Private Kathmandu Day Tour,adventure,,
248,Nepal Wilderness Trekking,history,,
249,Explore Himalaya Travel & Adventure - Private Day Tours,adventure:entertainment,,
250,Himalayan Wonders Day Tours,art_and_architecture:nature:adventure,,
251,Adventure White Himalaya Treks,history,,
252,Himalayan Gateway Trek,nature:adventure:entertainment,,
253,Seeing Hands Clinic,health_and_lifestyle,,
254,Mountain Sun Valley Treks and Expedition,,,
255,Mountain Ram Adventures,history:art_and_architecture,,
256,Nepali Cooking Course - Day Class,food,,
257,Saara Tourism Nepal-Kathmandu,history,,
258,Amigo Treks & Expedition - Day Tours,nature:adventure,,
259,Nepal Trek Adventure and Expedition,history,,
260,Orbit Nepal Adventure,nature:adventure:entertainment,,
261,Adventure Vision Treks and Travels,adventure,,
262,SK Handicrafts Export,history:art_and_architecture,,
263,Green Valley Nepal Treks & Research Hub - Day Tours,art_and_architecture:religious,,
264,Scenic Nepal Treks & Expedition,history:art_and_architecture:entertainment,,
265,Outfitter Nepal Treks and Expedition,history:art_and_architecture:entertainment,,
266,Trekking Guide Team Adventure,adventure,,
267,Funny Nepal Treks & Expedition - Private Day Tours,adventure,,
268,Nature Lovers Treks & Tours,history:art_and_architecture:entertainment,,
269,Backstreet Academy,art_and_architecture:religious,,
270,Unique Adventure International P Ltd,art_and_architecture:religious,,
271,Mount Mania Treks & Expedition,history,,
272,The Nepal Trekking Company,nature:adventure,,
273,Adventure Master Treks,history:art_and_architecture:entertainment,,
274,The Everest Holiday,history,,
275,Ammonite Adventures,art_and_architecture:nature:adventure,,
276,Adventure Great Himalaya - Private Day Tours,nature,,
277,Nepal Private Guide Services,history,,
278,Thamel Spa,health_and_lifestyle,,
279,Prime Himalayas,adventure,,
280,Top of the World Adventure,adventure,,
281,Himalaya Guide Nepal,adventure,,
282,Mandala Studio Yoga & Spa,health_and_lifestyle,,
283,Blue Mountain Travels - Private Mountain Flight Day Tours,nature,,
284,Nepal Social Treks and Expedition,nature:adventure:entertainment,,
285,Glorious Himalaya Trekking,art_and_architecture:nature:adventure,,
286,Ananda Natural Therapy,health_and_lifestyle,,
287,Himalayan Planet Adventures Day Tours,art_and_architecture:nature:adventure,,
288,Himalayan Scenery Treks and Expedition,adventure,,
289,Himalayan Social Journey,history:art_and_architecture,,
290,Socialtours,history:art_and_architecture:entertainment,,
291,Kathmandu Urban Adventures,art_and_architecture:religious,,
292,Great Vision Trek & Expedition - Day Tours,history:art_and_architecture:entertainment,,
293,Tourist Link Treks and Expedition,nature:adventure,,
294,Explore Kathmandu,art_and_architecture:religious,,
295,Kinjjala Spa,health_and_lifestyle,,
296,Himalayan Magic Treks,art_and_architecture:religious,,
297,Zen Spa,health_and_lifestyle,,
298,Eyes On Nepal,art_and_architecture:religious,,
299,India Odyssey Tours - Day Tour of Kathmandu,art_and_architecture:nature:adventure,,
300,Himalayan Spirit Adventure Treks and Expeditions,history:art_and_architecture,,
301,Royal Mountain Travel,history,,
302,Aiming Adventure,history,,
303,High Himalayan Trekking and Expedition - Day Tours,nature:adventure:entertainment,,
304,Nepal Intrepid Treks and Expedition,nature:adventure:entertainment,,
305,iTour Nepal Private Day Tours,history:art_and_architecture:entertainment,,
306,Alpine Eco Trek & Expedition,history:art_and_architecture:entertainment,,
307,My Everest Trip,history,,
308,Mountain Treks Nepal,nature:adventure:entertainment,,
309,Hikers Haven,art_and_architecture:religious,,
310,Nepal Hidden Treks and Expedition P Ltd,adventure,,
311,Nepal Planet Treks and Expedition P Ltd,history,,
312,GAP Year Nepal,history:art_and_architecture:entertainment,,
313,Karnali Excursions - Day Tours,art_and_architecture:nature:adventure,,
314,Alliance Adventure,history,,
315,Kailash Journeys Pvt Ltd,history:art_and_architecture,,
316,Annapurna Foothills Treks & Expedition Pvt Ltd,history,,
317,Icicles Adventure Treks & Tours Day Tours,history,,
318,Trekking and Tour for Fair Tourism,adventure,,
319,Trek and Adventure Nepal,history:art_and_architecture:entertainment,,
320,Visit Heaven Treks,history:art_and_architecture:entertainment,,
321,Manakamana Treks & Expedition Day Tours,adventure,,
322,Langtang Ri Trekking & Expedition,adventure,,
323,Beyond The Limits Trek and Expedition P Ltd,history,,
324,Himalayan Joy Adventure,nature:adventure:entertainment,,
325,AGH Trekking,history:art_and_architecture,,
326,Nepal Tour Guide Team Trek & Expedition,history:art_and_architecture,,
327,Nepal Tibet Tours & Treks,adventure,,
328,Flyeast Nepal,history,,
329,Touch The Himalaya Treks & Expedition,adventure,,
330,Marvel Adventure Pvt Ltd,art_and_architecture:religious,,
331,Unique Waymaker Treks & Expedition,adventure,,
332,Luxury Holidays Nepal Pvt Ltd,history:art_and_architecture:entertainment,,
333,Budget Adventure Treks & Expeditions Private Day Tours,adventure,,
334,Nepalorama Trekking,history:art_and_architecture:entertainment,,
335,Remarkable Adventure Trek,nature:adventure:entertainment,,
336,Nepal Spiritual Trekking Pvt Ltd - Day Tours,adventure,,
337,Himalayan Dream Team,history,,
338,Dolma Treks & Adventure,history,,
339,Himalayan Holyland Treks and Expedition,history,,
340,High Pass Adventure Pvt Ltd,history,,
341,Thin Air Adventure - Private Day Tours,nature,,
342,Himalayan Healers,health_and_lifestyle,,
343,Sublime Trails,art_and_architecture:religious,,
344,Nepal Unique Treks & Expedition - Day Tours,nature:adventure,,
345,Adventure White Mountain,history:art_and_architecture:entertainment,,
346,Royal Tenshi Treks Pvt Ltd,adventure,,
347,Imperial Nepal Private Day Tours,history:art_and_architecture:entertainment,,
348,Bharal Adventure,adventure,,
349,Kathmandu Adventure Treks - Day Tour,adventure,,
350,Adventure Club Treks and Expedition Mountain Flight,adventure,,
351,Walk Mountain,history,,
352,Sherpa Brothers Treks and Expedition,history,,
353,Himalaya Trekking Team Pvt Ltd Private Day Tours,art_and_architecture:religious,,
354,Swotah Travel and Adventure,history,,
355,Life Dream Adventure Pvt Ltd Private Day Tours,history:art_and_architecture,,
356,Nepal Alternative Treks & Expeditions Pvt Ltd,history:art_and_architecture:entertainment,,
357,Mount Face Nepal Day Tours,history:art_and_architecture:entertainment,,
358,Luxury Holiday Treks (P) Ltd,history:art_and_architecture:entertainment,,
359,Sawar Meditation and Yoga Center,health_and_lifestyle,,
360,Zam Zam Trekking,history:art_and_architecture:entertainment,,
361,Outdoor Himalayan Treks - Private Day Tours,adventure,,
362,Snowy Horizon Treks & Expedition,adventure,,
363,Crystal Mountain Treks,history,,
364,Himalayan Trip Nepal Private Day Tours,adventure:entertainment,,
365,Transport Hub Nepal,,,
366,Holiday Hiking Team,adventure,,
367,Global Adventure Trekking,adventure,,
368,Adventure Himalaya Nepal,art_and_architecture:religious,,
369,Nepal Spa and Wellness pvtltd,health_and_lifestyle,,
370,Adventure Leaders Nepal,history:art_and_architecture:entertainment,,
371,Nepal Hiking Trek,history:art_and_architecture:entertainment,,
372,Real Therapy & Beauty Point,health_and_lifestyle,,
373,Nepal Mountain Trekkers - Day Tours,art_and_architecture:religious,,
374,Nepal Royal Tourism Holiday,,,
375,Life Door Treks & Expedition,history,,
376,Spiritual Excursion Private Limited,history:art_and_architecture:entertainment,,
377,Trek Nepal Himalayas,history,,
378,Couch Adventure Nepal (CAN) - Kathmandu Branch,history:art_and_architecture:entertainment,,
379,GRG's Adventure Kayaking - Day Tours,nature:adventure:entertainment,,
380,Three Jewels Adventures,nature:adventure,,
381,Magic Himalaya Treks,art_and_architecture:religious,,
382,Adventure Magic Treks & Expedition,adventure,,
383,Nectar Spa,health_and_lifestyle,,
384,Himalaya Heart Treks & Expeditions,nature:adventure,,
385,Adventure Thirdpole Treks,history:art_and_architecture:entertainment,,
386,Asian Heritage Treks and Expeditions,adventure,,
387,Mount Fuji Adventure Pvt Ltd,history,,
388,Himalayan Trekkers,art_and_architecture:religious,,
389,Nepal Promote Treks and Expedition,history,,
390,Responsible Treks,art_and_architecture:religious,,
391,Social Tourism Nepal,history:art_and_architecture:entertainment,,
392,Himalayan Single Track,nature,,
393,Amazing Nepal Holidays,history,,
394,Frolic Adventure Pvt Ltd,history:art_and_architecture,,
395,Nepal Mother House,nature:adventure,,
396,Alpine Club Of Himalaya - Private Day Trip,nature,,
397,Serene Himalaya Treks and Expedition Day Tours,art_and_architecture:religious,,
398,Nepal Footprint Holiday Treks - Day Tours,history:art_and_architecture:entertainment,,
399,Happy Nepal Trek,history,,
400,Nepal Spirit Adventure - Private Day Tours,nature,,
401,Good Karma Trekking  - Day Tours,adventure,,
402,Nepal Guide Treks and Expedition,nature:adventure,,
403,Nepal Hiking,adventure:entertainment,,
404,Mt Everest Base Camp Trekking,history,,
405,Kathmandu Car Services,,,
406,JRN Treks and Expeditions Pvt Ltd,history,,
407,Nepal Kanko Treks and Expedition,history:art_and_architecture:entertainment,,
408,Kamzang Journeys,entertainment,,
409,Nepal Pioneer Treks and Expedition,history,,
410,High Asia Tours - Private Day Tours,nature,,
411,Sabbatical Explore Nepal,history:art_and_architecture:entertainment,,
412,Himalayan Sanctuary Adventure,nature:adventure,,
413,Vyas Treks & Expedition,history,,
414,Corsa Nepal Adventure -Day Tour,art_and_architecture:religious,,
415,Nepal Tourism Adventure Kathmandu,adventure,,
416,Holidays to Nepal,history:art_and_architecture:entertainment,,
417,Glory Himalayan Club,history,,
418,Everest Experience and Assistance,nature:adventure,,
419,Mountain King Adventure,history,,
420,Dal Bhat Power Adventures,history,,
421,Nepal Vision Treks & Expeditions,history:art_and_architecture:entertainment,,
422,Halesi Treks PvtLtd,history,,
423,Himalayan Windows Tours,history:art_and_architecture:entertainment,,
424,Archaic Nepal Adventure,history:art_and_architecture:entertainment,,
425,Traveltimes Treks,adventure,,
426,Swiss Family Treks & Expedition,history,,
427,Wilderness Excursion,adventure:entertainment,,
428,Sunrise Adventure Trek,history,,
429,Sunshine Trekking,nature:adventure,,
430,Insight Adventures Nepal,nature:adventure,,
431,Snow Leopard Trek - Day Tours,adventure,,
432,Buddha Air,nature,,
433,Nepal Yoga Academy,health_and_lifestyle,,
434,Step On Himalaya,history,,
435,Mountain Magic Treks,history,,
436,Glacier Nepal Treks,history:art_and_architecture:entertainment,,
437,Getaway Nepal Adventure,history:art_and_architecture:entertainment,,
438,Souvenir Trek Pvt Ltd,history,,
439,Trekking Trail Nepal - Day Activities,nature:adventure:entertainment,,
440,Adventure Glacier Treks & Expedition,nature:adventure,,
441,Apex Nepal Treks,history,,
442,Nepal Myths and Mountain Trails - Day Tours,art_and_architecture:nature:adventure,,
443,Skyway Nepal Treks,history,,
444,Mega Adventures International,history:art_and_architecture:entertainment,,
445,Nepal Female Guide - Day Tours,art_and_architecture:nature:adventure,,
446,Exploring Nepal Treks and Adventures - Day Tours,adventure:entertainment,,
447,Life Himalaya Trekking,history:art_and_architecture,,
448,Save Himalaya Treks & Expedition,history,,
449,Oriental Journeys,history:art_and_architecture:entertainment,,
450,Himalayan Recreation - Day Tours,history:art_and_architecture:entertainment,,
451,Mount Glory Treks & Expedition,history,,
452,Everest Trekking Routes Pvt Ltd,history,,
453,ABC and EBC Nepal Trekking Adventures,history:art_and_architecture:entertainment,,
454,Goodday Nepal Excursion,history,,
455,First Environmental Trekking,adventure,,
456,Nature Explore,nature:adventure,,
457,Himalayan NamoBuddha Travel & Treks Pvt Ltd,history:art_and_architecture:entertainment,,
458,Himalayan Trekking & Tours,art_and_architecture:religious,,
459,Mountain Amantes Adventure,history,,
460,Sevenstar Adventure Holidays - Day Tours,nature:adventure:entertainment,,
461,HoneyGuide | To the Mountains,nature:adventure,,
462,Unique Nepal Adventure Treks & Expedition,history,,
463,Corporate Adventure Treks,nature:adventure,,
464,Create Himalaya Adventure,nature:adventure:entertainment,,
465,Himalayan Mentor,art_and_architecture:religious,,
466,Nepal Trek Hub,art_and_architecture:religious,,
467,Shakti Travels and Tours,history:art_and_architecture:entertainment,,
468,Nepal Trekking Routes,history,,
469,Asahi Treks & Expedition - Mountain Flight and Helicopter Day Tours,nature:adventure,,
470,Mount Trails,history:art_and_architecture:entertainment,,
471,Nepal Mountain Hub Treks & Expedition,history:art_and_architecture:entertainment,,
472,Nepal River Runner,nature:adventure:entertainment,,
473,Responsible Adventures,art_and_architecture:religious,,
474,Golden Himalayan Zone Treks,history,,
475,Nepal Climbing Adventure,history:art_and_architecture,,
476,Attractive Travels and Tours,history:art_and_architecture:entertainment,,
477,Summit Treks and Adventure,adventure,,
478,Hike Himalaya Adventure - Private Day Tours,adventure,,
479,Trekking Mart,history:art_and_architecture:entertainment,,
480,The Trek Nepal,history,,
481,Northern Trekking Team,history:art_and_architecture:entertainment,,
482,Antique Nepal Treks - Day Tours,adventure,,
483,Across Himalaya Tours & Treks Ltd,adventure,,
484,Nepal Sanctuary Treks - Day Trip,adventure,,
485,Mountain Eco Treks & Expedition,history,,
486,Apex the Asia Holidays,history,,
487,Adventure Pilgrims Trekking,nature:adventure:entertainment,,
488,Heritage Spa,health_and_lifestyle,,
489,Sam's Bar,entertainment,,
